dataset,method,graph,target,n,n_errors,error_rate,teacher_gold_alignment,feature,auroc_correct,auroc_error_oriented
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,progression_sufficiency_drop_k5,0.6772394272394273,0.6772394272394273
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,prediction_confidence,0.8567622553768649,0.8567622553768649
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,consistency_baseline_margin,0.856762255376865,0.856762255376865
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,auc_origin_entropy,0.14323774462313504,0.856762255376865
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,auc_deletion_auc,0.857553445714655,0.857553445714655
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,auc_insertion_auc,0.7112478201898857,0.7112478201898857
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,fidelity_minus,0.20378802557643869,0.7962119744235613
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,fidelity_plus,0.4347994574694827,0.5652005425305173
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,fidelity_asymmetry,0.40258670800232516,0.5974132919976749
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,consistency_preservation_necessity,0.8418426661499708,0.8418426661499708
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,consistency_preservation_sufficiency,0.8307660014209132,0.8307660014209132
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,progression_maskout_drop_k5,0.19132274107085193,0.8086772589291481
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,progression_sufficiency_drop_k5,0.4876638894271136,0.5123361105728864
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,prediction_confidence,0.9487441588785047,0.9487441588785047
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,consistency_baseline_margin,0.9487441588785047,0.9487441588785047
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,auc_origin_entropy,0.051255841121495324,0.9487441588785047
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,auc_deletion_auc,0.9423189252336449,0.9423189252336449
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,auc_insertion_auc,0.8305344626168224,0.8305344626168224
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,fidelity_minus,0.30775408878504673,0.6922459112149533
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,fidelity_plus,0.6392377336448598,0.6392377336448598
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,fidelity_asymmetry,0.2975321261682243,0.7024678738317758
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,consistency_preservation_necessity,0.9368428738317756,0.9368428738317756
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,consistency_preservation_sufficiency,0.8830315420560748,0.8830315420560748
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,progression_maskout_drop_k5,0.3131571261682243,0.6868428738317758
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,progression_sufficiency_drop_k5,0.6426693925233645,0.6426693925233645
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,prediction_confidence,0.8646580120131758,0.8646580120131758
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,consistency_baseline_margin,0.8646580120131757,0.8646580120131757
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,auc_origin_entropy,0.13534198798682426,0.8646580120131757
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,auc_deletion_auc,0.8595556416715108,0.8595556416715108
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,auc_insertion_auc,0.7590906155137893,0.7590906155137893
